#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/A1_insertions.wig,output/A2_insertions.wig,output/C1_insertions.wig,output/C2_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit_hmm_pos_sum.txt -r Sum
#summary of gene calls: ES=471, GD=106, NE=3426, GA=32, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB0017c	rodA	PROBABLE CELL DIVISION PROTEIN RODA	27	0	0	27	0	0.5926	854.12	NE
MB0018c	pstp	phosphoserine/threonine phosphatase pstp	25	11	0	14	0	0.4400	632.55	NE
MB0019c	fhaB	FHA-domain-containing protein	14	1	0	13	0	0.7143	318.20	NE
MB0020c	fhaA	FIG00824290: FHA domain protein	49	43	0	6	0	0.0816	605.25	ES
LEUT	NA	tRNA-Leu	0	0	0	0	0	0.0000	0.00	N/A
MB0021c	NA	putative oxidoreductase, nitronate monooxygenase family	23	0	0	23	0	0.5652	1580.46	NE
MB0022c	whiB5	probable transcriptional regulatory protein whib-like whib5	8	0	0	8	0	0.6250	2615.40	NE
MB0023	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	12	0	0	12	0	0.0833	585.00	NE
MB0024	NA	PUTATIVE SECRETED PROTEIN P60-RELATED PROTEIN [FIRST PART]	12	0	0	12	0	0.5833	1167.57	NE
MB0025	NA	PUTATIVE SECRETED PROTEIN P60-RELATED PROTEIN [SECOND PART]	3	0	0	3	0	1.0000	3175.00	NE
MB0026	NA	CONSERVED HYPOTHETICAL PROTEIN	8	0	0	8	0	0.8750	271.43	NE
MB0027	NA	CONSERVED HYPOTHETICAL PROTEIN	17	0	0	17	0	0.6471	1569.73	NE
MB0028	NA	conserved hypothetical protein	5	0	0	5	0	0.8000	1707.00	NE
MB0029	NA	conserved hypothetical protein	5	0	0	5	0	0.8000	2297.50	NE
MB0030	NA	Vegetative cell wall protein gp1 precursor	20	0	0	20	0	0.6000	306.42	NE
MB0031	NA	conserved hypothetical protein	5	0	0	5	0	0.6000	395.33	NE
MB0032	NA	possible remnant of a transposase	1	0	0	1	0	0.0000	0.00	NE
MB0033	bioF2	POSSIBLE 8-AMINO-7-OXONONANOATE SYNTHASE BIOF2 (AONS) (8-AMINO-7-KETOPELARGONATE SYNTHASE) (7-KETO-8-AMINO-PELARGONIC ACID SYNTHETASE) (7-KAP SYNTHETASE) (L-ALANINE--PIMELYL CoA LIGASE)	57	0	0	57	0	0.4912	583.93	NE
MB0034	acpA	PROBABLE ACYL CARRIER PROTEIN ACPA (ACP)	3	0	0	3	0	1.0000	456.33	NE
MB0035	NA	Ketosteroid isomerase-related protein	5	0	0	5	0	0.6000	1117.33	NE
MB0036	fadD34	PROBABLE FATTY-ACID-COA LIGASE FADD34 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	25	0	0	25	0	0.8000	1093.10	NE
MB0037c	NA	conserved protein	4	0	0	4	0	0.5000	66.50	NE
MB0038c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	21	0	0	21	0	0.6667	1790.14	NE
MB0039	NA	UPF0301 protein YqgE	9	0	0	9	0	0.7778	1025.86	NE
MB0040c	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	4	0	0	4	0	0.7500	1590.67	NE
MB0041c	mtc28	SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN)	10	0	0	10	0	0.7000	797.00	NE
MB0042	leuS	PROBABLE LEUCYL-tRNA SYNTHETASE LEUS (LEUCINE--tRNA LIGASE) (LEURS)	72	71	0	1	0	0.0139	207.00	ES
MB0043c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY)	5	0	0	5	0	0.6000	954.33	NE
MB0044c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY)	11	0	0	11	0	0.9091	349.00	NE
MB0045c	NA	POSSIBLE OXIDOREDUCTASE	20	0	0	20	0	0.6000	1166.50	NE
MB0046c	NA	POSSIBLE HYDROLASE	7	0	0	7	0	1.0000	370.43	NE
MB0047c	ino1	MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase)	17	17	0	0	0	0.0000	0.00	ES
MB0048c	NA	Transcriptional regulator, PadR family	8	2	0	6	0	0.7500	1534.50	NE
MB0049c	NA	POSSIBLE MEMBRANE PROTEIN	16	0	0	16	0	0.7500	1577.75	NE
MB0050	NA	CONSERVED HYPOTHETICAL PROTEIN	9	0	0	9	0	0.6667	491.00	NE
MB0051	ponA1	PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE)	41	0	0	41	0	0.3415	1433.71	NE
MB0052	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	34	0	0	34	0	0.5882	1233.70	NE
MB0053	NA	Intracellular protease	7	0	0	7	0	0.8571	1122.33	NE
MB0054	rpsF	30s ribosomal protein s6 rpsf	7	0	0	7	0	0.1429	3350.00	NE
MB0055	ssb	single-strand binding protein ssb (helix-destabilizing protein)	5	0	0	5	0	0.0000	0.00	NE
MB0056	rpsR1	30s ribosomal protein s18-1 rpsr1	5	0	0	5	0	0.2000	3.00	NE
MB0057	rplI	50s ribosomal protein l9 rpli	8	0	0	8	0	0.5000	1087.25	NE
MB0058	NA	HYPOTHETICAL PROTEIN	16	1	0	15	0	0.5000	1453.62	NE
MB0059	dnaB	PROBABLE REPLICATIVE DNA HELICASE DNAB	38	38	0	0	0	0.0000	0.00	ES
MB0060	NA	HYPOTHETICAL PROTEIN	21	0	0	0	21	0.7619	2029.75	GA
MB0061	NA	ADP-ribose 1-phosphate phophatase related protein	23	23	0	0	0	0.0000	0.00	ES
MB0062A	NA	Hypothetical protein	6	0	0	6	0	0.8333	908.60	NE
MB0063	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE)	22	0	0	22	0	0.7727	767.59	NE
MB0064	NA	POSSIBLE OXIDOREDUCTASE	24	0	0	24	0	0.7083	591.06	NE
MB0065	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	69	0	0	69	0	0.4638	464.53	NE
MB0065A	vapB1	Possible antitoxin VapB1	5	0	0	5	0	0.8000	883.75	NE
MB0066	vapc1	possible toxin vapc1	8	0	0	8	0	0.7500	707.17	NE
MB0067c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE [NADP] ICD2 (OXALOSUCCINATE DECARBOXYLASE) (IDH) (NADP+-SPECIFIC ICDH) (IDP)	39	0	0	39	0	0.5897	683.91	NE
MB0068c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	12	0	0	12	0	0.8333	572.80	NE
MB0069	NA	PROBABLE OXIDOREDUCTASE	12	0	0	12	0	0.4167	2508.60	NE
MB0070c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD)	12	0	0	12	0	0.5000	780.17	NE
MB0071c	glyA2	serine hydroxymethyltransferase glya2 (serine methylase 2) (shmt 2)	18	0	0	18	0	0.5000	1127.22	NE
MB0072	NA	POSSIBLE MATURASE	9	0	0	9	0	0.6667	3097.33	NE
MB0073	NA	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER	17	0	0	17	0	0.7647	2726.69	NE
MB0074	NA	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ	13	0	0	13	0	0.8462	2047.00	NE
MB0075	NA	PROBABLE GLUTAMINE-TRANSPORT PROTEIN ABC TRANSPORTER GLNQ	3	0	0	3	0	1.0000	1055.67	NE
MB0076	NA	Xaa-Pro dipeptidase (EC 3.4.13.9)	20	0	0	20	0	0.7500	1311.60	NE
MB0077	NA	PROBABLE AMINOTRANSFERASE	25	0	0	25	0	0.7200	1575.11	NE
MB0078c	NA	PROBABLE MEMBRANE PROTEIN	3	0	0	3	0	1.0000	1493.67	NE
MB0079c	NA	PROBABLE OXIDOREDUCTASE	15	0	0	15	0	0.6000	1056.44	NE
MB0080	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	9	0	0	9	0	0.5556	132.00	NE
MB0081c	NA	HYPOTHETICAL PROTEIN	10	0	0	10	0	0.7000	1594.86	NE
MB0081A	NA	Conserved protein	2	0	0	2	0	0.5000	1302.00	NE
MB0082	NA	Ribosome hibernation promoting factor Hpf	14	0	0	14	0	0.7143	558.70	NE
MB0083	NA	Putative DNA-binding protein	5	0	0	5	0	0.4000	3289.50	NE
MB0084	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	6	0	0	6	0	0.8333	1284.20	NE
MB0085	NA	PROBABLE OXIDOREDUCTASE	7	0	0	7	0	0.5714	342.00	NE
MB0086	NA	PROBABLE OXIDOREDUCTASE	24	0	0	24	0	0.7500	545.28	NE
MB0087	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL)	9	0	0	9	0	0.5556	468.20	NE
MB0088	hycP	POSSIBLE HYDROGENASE HYCP	4	0	0	4	0	0.5000	22.00	NE
MB0089	hycQ	POSSIBLE HYDROGENASE HYCQ	15	0	0	15	0	0.4667	348.57	NE
MB0090	hycE	possible formate hydrogenase hyce (fhl)	26	0	8	18	0	0.1538	235.00	NE
MB0091	NA	possible polyketide cyclase/dehydrase	14	0	14	0	0	0.2857	9.50	GD
MB0092	NA	POSSIBLE METHYLTRANSFERASE/METHYLASE	11	0	0	11	0	0.5455	636.50	NE
MB0093	NA	POSSIBLE MEMBRANE PROTEIN	12	0	0	12	0	0.8333	478.30	NE
MB0094	mtn	probable bifunctional mta/sah nucleosidase mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + s-adenosylhomocysteine nucleosidase (s-adenosyl-l-homocysteine homocysteinylribohydrolase)	11	0	0	11	0	0.6364	1648.86	NE
MB0095	ctpA	cation transporter p-type atpase a ctpa	30	0	0	30	0	0.5333	3702.31	NE
MB0096c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	9	0	0	9	0	0.5556	297.80	NE
MB0097c	NA	13E12 repeat family protein	8	0	0	8	0	0.8750	269.86	NE
MB0098c	NA	CONSERVED HYPOTHETICAL PROTEIN	18	0	0	18	0	0.5000	184.11	NE
MB0099	PPE1	ppe family protein ppe1	34	0	0	34	0	0.5882	1093.60	NE
MB0100	NA	POSSIBLE OXIDOREDUCTASE	26	0	0	26	0	0.6538	1134.65	NE
MB0101	fcot	probable fatty acyl coa thioesterase type iii fcot	12	0	0	12	0	0.4167	1111.20	NE
MB0102	fadD10	POSSIBLE FATTY-ACID-COA LIGASE FADD10 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	32	0	0	32	0	0.3438	214.09	NE
MB0103	NA	pp-binding family protein Rv0100	4	0	0	4	0	0.5000	2629.50	NE
MB0104	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE)	123	0	37	86	0	0.4634	623.14	NE
MB0105	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	42	41	0	1	0	0.0238	1517.00	ES
MB0106c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB	31	3	0	28	0	0.5806	1168.44	NE
MB0107	NA	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	27	0	0	27	0	0.8519	1816.00	NE
MB0108c	rpmB1	50s ribosomal protein l28-1 rpmb1	5	0	0	5	0	0.6000	400.00	NE
MB0109	NA	Metal chaperone, involved in Zn homeostasis	12	0	0	12	0	0.5833	432.00	NE
MB0111c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI	64	0	0	64	0	0.5156	859.61	NE
MB0112c	NA	HYPOTHETICAL PROTEIN	2	0	0	2	0	0.5000	61.00	NE
MB0113	PE_PGRS1	pe-pgrs family protein pe_pgrs1	28	0	0	28	0	0.4286	473.92	NE
MB0114	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	13	0	0	13	0	0.8462	2866.64	NE
MB0115	NA	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE	43	0	0	43	0	0.6279	630.00	NE
MB0116	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE)	31	0	8	23	0	0.2581	1156.50	NE
MB0117	gmhA	probable sedoheptulose-7-phosphate isomerase gmha (phosphoheptose isomerase)	13	0	13	0	0	0.1538	14.00	GD
MB0118	gmhb	possible d-alpha,beta-d-heptose-1,7-biphosphate phosphatase gmhb (d-glycero-d-manno-heptose 7-phosphate kinase)	10	0	2	8	0	0.8000	1956.50	NE
MB0119	hdda	possible d-alpha-d-heptose-7-phosphate kinase hdda	13	0	0	13	0	0.7692	562.30	NE
MB0120c	ldta	probable l,d-transpeptidase ldta	18	0	0	18	0	0.7222	780.38	NE
MB0121	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS	17	0	0	17	0	0.5294	842.11	NE
MB0122c	oxcA	PROBABLE OXALYL-COA DECARBOXYLASE OXCA	26	0	0	26	0	0.4231	280.09	NE
MB0123	fadD7	PROBABLE FATTY-ACID-COA LIGASE FADD7 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	14	0	14	0	0	0.1429	24.50	GD
MB0124c	fusA2b	PROBABLE ELONGATION FACTOR G FUSA2B [SECOND PART] (EF-G)	26	0	26	0	0	0.3077	54.38	GD
MB0125c	fusA2a	PROBABLE ELONGATION FACTOR G FUSA2A [FIRST PART] (EF-G)	2	0	2	0	0	0.5000	3.00	GD
MB0126c	NA	Pyridoxamine 5-phosphate oxidase	10	0	6	4	0	0.4000	808.75	GD
MB0127	NA	HYPOTHETICAL PROTEIN	9	0	0	9	0	0.4444	229.50	NE
MB0128	NA	unknown protein	9	0	0	9	0	0.2222	506.50	NE
MB0129	PE_PGRS2	pe-pgrs family protein pe_pgrs2	16	0	0	16	0	0.5625	814.11	NE
MB0130	pepA	probable serine protease pepa (serine proteinase) (mtb32a)	10	0	0	10	0	0.9000	923.44	NE
MB0131	treS	TREHALOSE SYNTHASE TRES	31	0	0	31	0	0.8065	615.84	NE
MB0132	mak	maltokinase mak	30	0	0	30	0	0.6667	831.60	NE
MB0133	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	20	0	0	20	0	0.8500	1001.94	NE
MB0134c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C)	28	0	0	28	0	0.6071	646.71	NE
MB0135	htdz	probable 3-hydroxyl-thioester dehydratase	4	0	0	4	0	1.0000	720.50	NE
MB0136c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1	18	0	0	18	0	0.7222	254.31	NE
MB0137c	fgd2	putative f420-dependent glucose-6-phosphate dehydrogenase fgd2	15	0	0	15	0	0.8667	589.46	NE
MB0138	NA	gcn5-related n-acetyltransferase	8	0	0	8	0	0.8750	1195.29	NE
MB0139-1	NA	NA	3	0	0	3	0	0.3333	4132.00	NE
MB0139-2	NA	NA	2	0	0	2	0	1.0000	988.50	NE
MB0139-3	NA	NA	5	0	0	5	0	1.0000	1032.60	NE
MB0139-4	NA	NA	2	0	0	2	0	1.0000	247.50	NE
MB0140c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	12	0	0	12	0	0.5833	2593.14	NE
MB0141	cyp138	PROBABLE CYTOCHROME P450 138 CYP138	23	0	0	23	0	0.8696	1510.65	NE
MB0142c	msrA	PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE)	11	0	0	11	0	0.5455	1299.50	NE
MB0143	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.8571	1550.67	NE
MB0144	NA	possible oxidoreductase	12	0	0	12	0	0.7500	3328.33	NE
MB0145	NA	COGs COG2343	16	0	0	16	0	0.7500	746.50	NE
MB0146c	NA	Ketosteroid isomerase-related protein	9	0	0	9	0	0.6667	401.50	NE
MB0147	NA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	7	0	0	7	0	0.7143	56.20	NE
MB0148c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	28	0	0	28	0	0.5000	1827.29	NE
MB0149	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	14	0	0	14	0	0.9286	972.54	NE
MB0150	NA	possible s-adenosylmethionine-dependent methyltransferase	15	0	0	15	0	0.7333	2113.55	NE
MB0151	NA	possible s-adenosylmethionine-dependent methyltransferase	17	0	0	17	0	0.6471	2308.45	NE
MB0152	NA	probable aldehyde dehydrogenase (nad+) dependent	26	0	0	26	0	0.8462	2030.86	NE
MB0153	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	17	0	0	17	0	0.8824	1397.33	NE
MB0154	NA	possible quinone oxidoreductase (nadph:quinone oxidoreductase) (zeta-crystallin)	22	0	0	22	0	0.6364	989.93	NE
MB0155c	NA	CONSERVED HYPOTHETICAL PROTEIN	5	0	0	5	0	0.2000	30.00	NE
MB0156c	PE1	pe family protein pe1	44	0	0	44	0	0.7045	2161.90	NE
MB0157c	PE2	pe family protein pe2	40	0	0	40	0	0.8500	1235.21	NE
MB0158c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase)	11	0	0	11	0	0.6364	1615.29	NE
MB0159c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2	12	0	0	12	0	0.7500	4462.11	NE
MB0160	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)	11	0	0	11	0	0.8182	1227.89	NE
MB0161	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)	0	0	0	0	0	0.0000	0.00	N/A
MB0162	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA)	15	0	0	15	0	0.8667	2915.92	NE
MB0162A	NA	Conserved protein	5	0	0	5	0	0.6000	166.67	NE
MB0163	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	16	0	0	16	0	0.8750	2033.14	NE
MB0164c	PE3	pe family protein pe3	50	0	0	50	0	0.7200	1814.86	NE
MB0165c	PE4	pe family protein pe4	43	0	0	43	0	0.7209	1645.10	NE
MB0166	NA	possible oxidoreductase	19	0	0	19	0	0.3158	1154.67	NE
MB0167c	adhE1	probable zinc-type alcohol dehydrogenase (e subunit) adhe1	17	0	0	17	0	0.6471	759.18	NE
MB0168	NA	Propionyl-CoA thioesterase activity	11	0	0	11	0	0.9091	489.90	NE
MB0169	TB18.5	Cyclase/dehydrase family protein	9	0	0	9	0	0.2222	2043.50	NE
MB0170c	mce1r	Probable transcriptional regulatory protein Mce1R (probably GntR-family)	6	0	0	6	0	0.5000	2088.67	NE
MB0172	fadD5	PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)	28	0	0	28	0	0.6429	1673.50	NE
MB0173	yrbE1A	conserved integral membrane protein yrbe1a	7	0	0	7	0	0.4286	757.33	NE
MB0174	yrbE1B	conserved integral membrane protein yrbe1b	16	0	0	16	0	0.5625	435.67	NE
MB0175	mce1A	MCE-FAMILY PROTEIN MCE1A	39	0	0	39	0	0.3846	720.20	NE
MB0176	mce1B	MCE-FAMILY PROTEIN MCE1B	18	0	3	15	0	0.5000	2483.67	NE
MB0177	mce1C	MCE-FAMILY PROTEIN MCE1C	25	0	25	0	0	0.6000	24.40	GD
MB0178	mce1D	MCE-FAMILY PROTEIN MCE1D	33	0	1	32	0	0.6364	384.38	NE
MB0179	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E)	16	0	0	16	0	0.3750	326.33	NE
MB0180	mce1F	MCE-FAMILY PROTEIN MCE1F	31	0	0	31	0	0.4516	575.86	NE
MB0181	NA	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN	9	0	0	9	0	0.4444	357.50	NE
MB0182	NA	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN	15	0	0	15	0	0.5333	377.50	NE
MB0183	NA	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN	12	0	12	0	0	0.0833	3.00	GD
MB0184	NA	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN	12	0	8	4	0	0.5000	527.50	GD
MB0185c	lprO	possible lipoprotein lpro	23	0	0	23	0	0.7826	1857.39	NE
MB0186c	Mb0186c	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	29	0	0	29	0	0.7241	1461.29	NE
MB0187c	NA	Pirin	16	0	0	16	0	0.8125	513.23	NE
MB0188c	sigG	PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGG (RNA POLYMERASE ECF TYPE SIGMA FACTOR)	21	0	0	21	0	0.6190	2842.77	NE
MB0189	NA	POSSIBLE LYSOPHOSPHOLIPASE	16	0	0	16	0	0.9375	379.00	NE
MB0190	NA	CONSERVED HYPOTHETICAL PROTEIN	11	0	0	11	0	0.6364	479.14	NE
MB0191	NA	CONSERVED HYPOTHETICAL PROTEIN	10	0	0	10	0	0.4000	1209.50	NE
MB0192	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE)	34	0	0	34	0	0.4706	870.00	NE
MB0192A	mymT	Metallothionein, MymT	4	0	0	4	0	0.5000	804.50	NE
MB0193	NA	PROBABLE O-METHYLTRANSFERASE	8	0	0	8	0	0.6250	1024.40	NE
MB0194	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	11	0	0	11	0	0.5455	1216.17	NE
MB0195c	ilvD	PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD)	23	23	0	0	0	0.0000	0.00	ES
MB0196	ricR	Metal-sensitive transcriptional repressor	3	0	0	3	0	1.0000	1319.67	NE
MB0197	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	20	0	0	20	0	0.7000	2789.21	NE
MB0198	NA	L,D-transpeptidase	13	0	0	13	0	0.9231	1112.25	NE
MB0199c	NA	HYPOTHETICAL PROTEIN	35	0	0	35	0	0.8000	1428.82	NE
MB0200	NA	probable transmembrane multidrug efflux pump	56	0	0	56	0	0.6607	1769.11	NE
MB0201	NA	possible two component transcriptional regulatory protein (probably luxr-family)	6	0	0	6	0	0.8333	2404.00	NE
MB0202	NA	possible transcriptional regulatory protein	7	0	0	7	0	1.0000	858.00	NE
MB0203	NA	POSSIBLE OXIDOREDUCTASE	31	0	0	31	0	0.5806	300.11	NE
