#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/A1_insertions.wig,output/C1_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit/hmm_pos_exp1.txt
#summary of gene calls: ES=497, GD=239, NE=3292, GA=7, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB0063	celA1	POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE)	22	0	0	22	0	0.7727	164.24	NE
MB0064	NA	POSSIBLE OXIDOREDUCTASE	24	0	0	24	0	0.6250	213.87	NE
MB0065	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	69	0	0	69	0	0.4203	170.69	NE
MB0065A	vapB1	Possible antitoxin VapB1	5	0	0	5	0	0.8000	308.00	NE
MB0066	vapc1	possible toxin vapc1	8	0	0	8	0	0.5000	232.75	NE
MB0067c	icd2	PROBABLE ISOCITRATE DEHYDROGENASE [NADP] ICD2 (OXALOSUCCINATE DECARBOXYLASE) (IDH) (NADP+-SPECIFIC ICDH) (IDP)	39	0	0	39	0	0.5128	345.75	NE
MB0068c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	12	0	0	12	0	0.5833	232.57	NE
MB0069	NA	PROBABLE OXIDOREDUCTASE	12	0	0	12	0	0.3333	417.75	NE
MB0070c	sdaA	PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD)	12	0	0	12	0	0.5000	332.50	NE
MB0071c	glyA2	serine hydroxymethyltransferase glya2 (serine methylase 2) (shmt 2)	18	0	0	18	0	0.5000	468.33	NE
MB0072	NA	POSSIBLE MATURASE	9	0	0	9	0	0.4444	1215.75	NE
MB0073	NA	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER	17	0	0	17	0	0.7647	501.31	NE
MB0074	NA	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ	13	0	0	13	0	0.8462	668.09	NE
MB0075	NA	PROBABLE GLUTAMINE-TRANSPORT PROTEIN ABC TRANSPORTER GLNQ	3	0	0	3	0	1.0000	465.33	NE
MB0076	NA	Xaa-Pro dipeptidase (EC 3.4.13.9)	20	0	0	20	0	0.6000	165.25	NE
MB0077	NA	PROBABLE AMINOTRANSFERASE	25	0	0	25	0	0.6400	335.75	NE
MB0078c	NA	PROBABLE MEMBRANE PROTEIN	3	0	0	3	0	1.0000	70.67	NE
MB0079c	NA	PROBABLE OXIDOREDUCTASE	15	0	0	15	0	0.5333	158.12	NE
MB0080	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	9	0	0	9	0	0.3333	91.33	NE
MB0081c	NA	HYPOTHETICAL PROTEIN	10	0	0	10	0	0.6000	450.00	NE
MB0081A	NA	Conserved protein	2	0	0	2	0	0.5000	219.00	NE
MB0082	NA	Ribosome hibernation promoting factor Hpf	14	0	0	14	0	0.6429	179.33	NE
MB0083	NA	Putative DNA-binding protein	5	0	0	5	0	0.4000	1456.00	NE
MB0084	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	6	0	0	6	0	0.8333	635.60	NE
MB0085	NA	PROBABLE OXIDOREDUCTASE	7	0	0	7	0	0.5714	143.25	NE
MB0086	NA	PROBABLE OXIDOREDUCTASE	24	0	0	24	0	0.6250	166.53	NE
MB0087	hycD	POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL)	9	0	0	9	0	0.5556	195.00	NE
MB0088	hycP	POSSIBLE HYDROGENASE HYCP	4	0	0	4	0	0.5000	11.00	NE
MB0089	hycQ	POSSIBLE HYDROGENASE HYCQ	15	0	0	15	0	0.4667	148.29	NE
MB0090	hycE	possible formate hydrogenase hyce (fhl)	26	0	15	11	0	0.1154	80.00	GD
MB0091	NA	possible polyketide cyclase/dehydrase	14	0	14	0	0	0.2143	5.67	GD
MB0092	NA	POSSIBLE METHYLTRANSFERASE/METHYLASE	11	0	0	11	0	0.5455	62.83	NE
MB0093	NA	POSSIBLE MEMBRANE PROTEIN	12	0	0	12	0	0.7500	165.33	NE
MB0094	mtn	probable bifunctional mta/sah nucleosidase mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + s-adenosylhomocysteine nucleosidase (s-adenosyl-l-homocysteine homocysteinylribohydrolase)	11	0	0	11	0	0.5455	469.17	NE
MB0095	ctpA	cation transporter p-type atpase a ctpa	30	0	0	30	0	0.4667	462.71	NE
MB0096c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	9	0	0	9	0	0.5556	148.00	NE
MB0097c	NA	13E12 repeat family protein	8	0	0	8	0	0.7500	106.83	NE
MB0098c	NA	CONSERVED HYPOTHETICAL PROTEIN	18	0	0	18	0	0.3889	116.57	NE
MB0099	PPE1	ppe family protein ppe1	34	0	0	34	0	0.5294	438.56	NE
MB0100	NA	POSSIBLE OXIDOREDUCTASE	26	0	0	26	0	0.6538	151.41	NE
MB0101	fcot	probable fatty acyl coa thioesterase type iii fcot	12	0	0	12	0	0.3333	591.50	NE
MB0102	fadD10	POSSIBLE FATTY-ACID-COA LIGASE FADD10 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	32	0	0	32	0	0.2812	79.11	NE
MB0103	NA	pp-binding family protein Rv0100	4	0	3	1	0	0.2500	76.00	GD
MB0104	nrp	PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE)	123	0	42	81	0	0.4146	249.22	NE
MB0105	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	42	42	0	0	0	0.0000	0.00	ES
MB0106c	ctpB	PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB	31	3	0	28	0	0.5161	326.75	NE
MB0107	NA	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	27	0	0	27	0	0.8148	477.27	NE
MB0108c	rpmB1	50s ribosomal protein l28-1 rpmb1	5	0	0	5	0	0.6000	200.00	NE
MB0109	NA	Metal chaperone, involved in Zn homeostasis	12	0	0	12	0	0.5000	106.67	NE
MB0111c	ctpI	PROBABLE CATION-TRANSPORTER ATPASE I CTPI	64	0	0	64	0	0.4375	296.61	NE
MB0112c	NA	HYPOTHETICAL PROTEIN	2	0	0	2	0	0.5000	30.00	NE
MB0113	PE_PGRS1	pe-pgrs family protein pe_pgrs1	28	0	0	28	0	0.4286	132.92	NE
MB0114	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	13	0	0	13	0	0.6923	606.78	NE
MB0115	NA	POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE	43	0	0	43	0	0.5814	213.64	NE
MB0116	gca	POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE)	31	0	21	10	0	0.1935	151.50	GD
MB0117	gmhA	probable sedoheptulose-7-phosphate isomerase gmha (phosphoheptose isomerase)	13	0	13	0	0	0.0769	14.00	GD
MB0118	gmhb	possible d-alpha,beta-d-heptose-1,7-biphosphate phosphatase gmhb (d-glycero-d-manno-heptose 7-phosphate kinase)	10	0	2	8	0	0.6000	323.83	NE
MB0119	hdda	possible d-alpha-d-heptose-7-phosphate kinase hdda	13	0	0	13	0	0.7692	230.20	NE
MB0120c	ldta	probable l,d-transpeptidase ldta	18	0	0	18	0	0.7222	342.08	NE
MB0121	oxyS	OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS	17	0	0	17	0	0.5294	158.67	NE
MB0122c	oxcA	PROBABLE OXALYL-COA DECARBOXYLASE OXCA	26	0	0	26	0	0.3077	154.00	NE
MB0123	fadD7	PROBABLE FATTY-ACID-COA LIGASE FADD7 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	14	0	14	0	0	0.0714	10.00	GD
MB0124c	fusA2b	PROBABLE ELONGATION FACTOR G FUSA2B [SECOND PART] (EF-G)	26	0	26	0	0	0.2692	22.57	GD
MB0125c	fusA2a	PROBABLE ELONGATION FACTOR G FUSA2A [FIRST PART] (EF-G)	2	0	2	0	0	0.5000	1.00	GD
MB0126c	NA	Pyridoxamine 5-phosphate oxidase	10	0	6	4	0	0.3000	474.00	GD
MB0127	NA	HYPOTHETICAL PROTEIN	9	0	0	9	0	0.3333	148.67	NE
MB0128	NA	unknown protein	9	0	0	9	0	0.2222	41.50	NE
MB0129	PE_PGRS2	pe-pgrs family protein pe_pgrs2	16	0	0	16	0	0.5000	126.12	NE
MB0130	pepA	probable serine protease pepa (serine proteinase) (mtb32a)	10	0	0	10	0	0.9000	250.67	NE
MB0131	treS	TREHALOSE SYNTHASE TRES	31	0	0	31	0	0.7419	276.43	NE
MB0132	mak	maltokinase mak	30	0	0	30	0	0.6333	162.16	NE
MB0133	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	20	0	0	20	0	0.7500	354.20	NE
MB0134c	fbpC	SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C)	28	0	0	28	0	0.5714	244.44	NE
MB0135	htdz	probable 3-hydroxyl-thioester dehydratase	4	0	0	4	0	0.7500	199.67	NE
MB0136c	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1	18	0	0	18	0	0.5556	120.00	NE
MB0137c	fgd2	putative f420-dependent glucose-6-phosphate dehydrogenase fgd2	15	0	0	15	0	0.8000	193.08	NE
MB0138	NA	gcn5-related n-acetyltransferase	8	0	0	8	0	0.8750	123.00	NE
MB0139-1	NA	NA	3	0	0	3	0	0.3333	332.00	NE
MB0139-2	NA	NA	2	0	0	2	0	1.0000	224.50	NE
MB0139-3	NA	NA	5	0	0	5	0	0.8000	441.75	NE
MB0139-4	NA	NA	2	0	0	2	0	1.0000	16.50	NE
MB0140c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	12	0	0	12	0	0.5000	1090.67	NE
MB0141	cyp138	PROBABLE CYTOCHROME P450 138 CYP138	23	0	0	23	0	0.6957	318.81	NE
MB0142c	msrA	PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE)	11	0	0	11	0	0.5455	415.17	NE
MB0143	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.8571	477.83	NE
MB0144	NA	possible oxidoreductase	12	0	0	12	0	0.6667	1437.00	NE
MB0145	NA	COGs COG2343	16	0	0	16	0	0.6875	178.36	NE
MB0146c	NA	Ketosteroid isomerase-related protein	9	0	0	9	0	0.4444	62.50	NE
MB0147	NA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	7	0	0	7	0	0.7143	28.00	NE
MB0148c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	28	0	0	28	0	0.4286	423.25	NE
MB0149	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	14	0	0	14	0	0.9286	350.92	NE
MB0150	NA	possible s-adenosylmethionine-dependent methyltransferase	15	0	0	15	0	0.7333	237.82	NE
MB0151	NA	possible s-adenosylmethionine-dependent methyltransferase	17	0	0	17	0	0.5294	728.00	NE
MB0152	NA	probable aldehyde dehydrogenase (nad+) dependent	26	0	0	26	0	0.7692	388.15	NE
MB0153	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	17	0	0	17	0	0.7059	193.75	NE
MB0154	NA	possible quinone oxidoreductase (nadph:quinone oxidoreductase) (zeta-crystallin)	22	0	0	22	0	0.5909	199.85	NE
MB0155c	NA	CONSERVED HYPOTHETICAL PROTEIN	5	0	0	5	0	0.2000	15.00	NE
MB0156c	PE1	pe family protein pe1	44	0	0	44	0	0.6364	531.75	NE
MB0157c	PE2	pe family protein pe2	40	0	0	40	0	0.7500	334.73	NE
MB0158c	ptbB	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase)	11	0	0	11	0	0.5455	137.00	NE
MB0159c	fadE2	PROBABLE ACYL-CoA DEHYDROGENASE FADE2	12	0	0	12	0	0.5833	302.57	NE
MB0160	pntAa	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)	11	0	0	11	0	0.7273	452.38	NE
MB0161	pntAb	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)	0	0	0	0	0	0.0000	0.00	N/A
MB0162	pntB	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA)	15	0	0	15	0	0.8667	453.31	NE
MB0162A	NA	Conserved protein	5	0	0	5	0	0.4000	50.50	NE
MB0163	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)	16	0	0	16	0	0.8125	485.46	NE
MB0164c	PE3	pe family protein pe3	50	0	0	50	0	0.7000	549.51	NE
MB0165c	PE4	pe family protein pe4	43	0	0	43	0	0.6047	383.69	NE
MB0166	NA	possible oxidoreductase	19	0	0	19	0	0.3158	427.83	NE
MB0167c	adhE1	probable zinc-type alcohol dehydrogenase (e subunit) adhe1	17	0	0	17	0	0.5882	397.00	NE
MB0168	NA	Propionyl-CoA thioesterase activity	11	0	0	11	0	0.8182	115.22	NE
MB0169	TB18.5	Cyclase/dehydrase family protein	9	0	0	9	0	0.2222	447.50	NE
MB0170c	mce1r	Probable transcriptional regulatory protein Mce1R (probably GntR-family)	6	0	0	6	0	0.5000	132.00	NE
MB0172	fadD5	PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)	28	0	0	28	0	0.5714	326.44	NE
MB0173	yrbE1A	conserved integral membrane protein yrbe1a	7	0	0	7	0	0.2857	69.00	NE
MB0174	yrbE1B	conserved integral membrane protein yrbe1b	16	6	0	10	0	0.1875	61.67	NE
MB0175	mce1A	MCE-FAMILY PROTEIN MCE1A	39	10	28	1	0	0.1538	90.00	GD
MB0176	mce1B	MCE-FAMILY PROTEIN MCE1B	18	0	4	14	0	0.3333	449.50	NE
MB0177	mce1C	MCE-FAMILY PROTEIN MCE1C	25	0	25	0	0	0.2400	6.33	GD
MB0178	mce1D	MCE-FAMILY PROTEIN MCE1D	33	0	3	30	0	0.4545	50.87	NE
MB0179	lprK	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E)	16	0	15	1	0	0.3125	34.40	GD
MB0180	mce1F	MCE-FAMILY PROTEIN MCE1F	31	0	7	24	0	0.2581	101.25	NE
MB0181	NA	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN	9	0	0	9	0	0.2222	10.50	NE
MB0182	NA	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN	15	2	0	13	0	0.4000	176.17	NE
MB0183	NA	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN	12	12	0	0	0	0.0833	1.00	ES
MB0184	NA	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN	12	10	0	2	0	0.1667	16.50	ES
MB0185c	lprO	possible lipoprotein lpro	23	0	0	23	0	0.7826	200.06	NE
MB0186c	Mb0186c	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	29	0	0	29	0	0.6897	647.00	NE
MB0187c	NA	Pirin	16	0	0	16	0	0.6875	248.55	NE
MB0188c	sigG	PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGG (RNA POLYMERASE ECF TYPE SIGMA FACTOR)	21	0	0	21	0	0.4762	474.30	NE
MB0189	NA	POSSIBLE LYSOPHOSPHOLIPASE	16	0	0	16	0	0.8750	103.50	NE
MB0190	NA	CONSERVED HYPOTHETICAL PROTEIN	11	0	0	11	0	0.6364	209.00	NE
MB0191	NA	CONSERVED HYPOTHETICAL PROTEIN	10	0	0	10	0	0.4000	366.50	NE
MB0192	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE)	34	0	0	34	0	0.3824	328.62	NE
MB0192A	mymT	Metallothionein, MymT	4	0	0	4	0	0.2500	803.00	NE
MB0193	NA	PROBABLE O-METHYLTRANSFERASE	8	0	0	8	0	0.6250	310.40	NE
MB0194	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	11	0	0	11	0	0.3636	373.25	NE
MB0195c	ilvD	PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD)	23	23	0	0	0	0.0000	0.00	ES
MB0196	ricR	Metal-sensitive transcriptional repressor	3	0	0	3	0	1.0000	252.00	NE
MB0197	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	20	0	0	20	0	0.7000	557.86	NE
MB0198	NA	L,D-transpeptidase	13	0	0	13	0	0.9231	402.75	NE
MB0199c	NA	HYPOTHETICAL PROTEIN	35	0	0	35	0	0.6571	392.30	NE
MB0200	NA	probable transmembrane multidrug efflux pump	56	0	0	56	0	0.5893	397.64	NE
MB0201	NA	possible two component transcriptional regulatory protein (probably luxr-family)	6	0	0	6	0	0.8333	257.00	NE
MB0202	NA	possible transcriptional regulatory protein	7	0	0	7	0	1.0000	324.14	NE
MB0203	NA	POSSIBLE OXIDOREDUCTASE	31	0	0	31	0	0.4839	168.80	NE
MB0204c	zmp1	probable zinc metalloprotease zmp1	43	0	0	43	0	0.4419	197.89	NE
MB0205	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	12	0	0	12	0	0.2500	629.33	NE
MB0206	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	8	0	0	8	0	0.3750	200.00	NE
